engine_name,engine_type,retrieval_mode,top_k,query,expected,category,expected_in_index,hit,rank,reciprocal_rank,retrieved_sources,retrieved_types,retrieved_previews,error
simple_vector,simple,vector_only,5,What is BeautifulSoup used for?,beautifulsoup4,Web Scraping,True,True,1.0,1.0,"[""beautifulsoup4"", ""nltk"", ""textblob"", ""spacy"", ""dash""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""Beautiful Soup is a library that makes it easy to scrape information from web pages. It sits atop an HTML or XML parser,"", ""The Natural Language Toolkit (NLTK) is a Python package for natural language processing.  NLTK requires Python 3.9, 3.10"", ""TextBlob: Simplified Text Processing ====================================  .. image:: https://badgen.net/pypi/v/TextBlob"", ""<a href=\""https://explosion.ai\""><img src=\""https://explosion.ai/assets/img/logo.svg\"" width=\""125\"" height=\""125\"" align=\""right"", ""# Dash  [![CircleCI](https://img.shields.io/circleci/project/github/plotly/dash/master.svg)](https://circleci.com/gh/plo""]",
simple_vector,simple,vector_only,5,How to create a pandas DataFrame?,pandas,Data Processing,True,True,1.0,1.0,"[""pandas"", ""dash"", ""feature-engine"", ""featuretools"", ""seaborn""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""<div align=\""center\"">   <img src=\""https://pandas.pydata.org/static/img/pandas.svg\""><br> </div>  -----------------  # pand"", ""# Dash  [![CircleCI](https://img.shields.io/circleci/project/github/plotly/dash/master.svg)](https://circleci.com/gh/plo"", ""# Feature-engine  [![feature-engine logo](https://raw.githubusercontent.com/feature-engine/feature_engine/main/docs/imag"", ""<p align=\""center\""> <img width=50% src=\""https://www.featuretools.com/wp-content/uploads/2017/12/FeatureLabs-Logo-Tangerin"", ""<img src=\""https://raw.githubusercontent.com/mwaskom/seaborn/master/doc/_static/logo-wide-lightbg.svg\""><br>  ------------""]",
simple_vector,simple,vector_only,5,What is NumPy?,numpy,Numerical Computing,True,True,1.0,1.0,"[""numpy"", ""jax"", ""pandas"", ""scipy"", ""nltk""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""<h1 align=\""center\""> <img src=\""https://raw.githubusercontent.com/numpy/numpy/main/branding/logo/primary/numpylogo.svg\"" wi"", ""<div align=\""center\""> <img src=\""https://raw.githubusercontent.com/jax-ml/jax/main/images/jax_logo_250px.png\"" alt=\""logo\""><"", ""<div align=\""center\"">   <img src=\""https://pandas.pydata.org/static/img/pandas.svg\""><br> </div>  -----------------  # pand"", "".. image:: https://raw.githubusercontent.com/scipy/scipy/main/doc/source/_static/logo.svg   :target: https://scipy.org  "", ""The Natural Language Toolkit (NLTK) is a Python package for natural language processing.  NLTK requires Python 3.9, 3.10""]",
simple_vector,simple,vector_only,5,How to use TensorFlow for deep learning?,tensorflow,Deep Learning,True,True,1.0,1.0,"[""tensorflow"", ""keras"", ""transformers"", ""catboost"", ""torch""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""[![Python](https://img.shields.io/pypi/pyversions/tensorflow.svg?style=plastic)](https://badge.fury.io/py/tensorflow) [!"", ""# Keras 3: Deep Learning for Humans  Keras 3 is a multi-backend deep learning framework, with support for JAX, TensorFlo"", ""<!--- Copyright 2020 The HuggingFace Team. All rights reserved.  Licensed under the Apache License, Version 2.0 (the \""Li"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""![PyTorch Logo](https://github.com/pytorch/pytorch/blob/9708fcf92db88b80b9010c68662d634434da3106/docs/source/_static/img""]",
simple_vector,simple,vector_only,5,What is PyTorch?,torch,Deep Learning,True,True,1.0,1.0,"[""torch"", ""torchvision"", ""catboost"", ""pytorch-lightning"", ""fastai""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""![PyTorch Logo](https://github.com/pytorch/pytorch/blob/9708fcf92db88b80b9010c68662d634434da3106/docs/source/_static/img"", ""# torchvision  [![total torchvision downloads](https://pepy.tech/badge/torchvision)](https://pepy.tech/project/torchvisi"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""<div align=\""center\"">  <img src=\""https://pl-public-data.s3.amazonaws.com/assets_lightning/pytorch-lightning.png\"" width=\""4"", ""# Welcome to fastai  <!-- WARNING: THIS FILE WAS AUTOGENERATED! DO NOT EDIT! -->  [![CI](https://github.com/fastai/fasta""]",
simple_vector,simple,vector_only,5,How to plot graphs with matplotlib?,matplotlib,Visualization,True,True,1.0,1.0,"[""matplotlib"", ""seaborn"", ""plotly"", ""holoviews"", ""altair""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""[![PyPi](https://img.shields.io/pypi/v/matplotlib)](https://pypi.org/project/matplotlib/) [![Conda](https://img.shields."", ""<img src=\""https://raw.githubusercontent.com/mwaskom/seaborn/master/doc/_static/logo-wide-lightbg.svg\""><br>  ------------"", ""# plotly.py  <table>     <tr>         <td>Latest Release</td>         <td>             <a href=\""https://pypi.org/project"", ""# <img src=\""https://assets.holoviews.org/logo/holoviews_color_icon_500x500.png\"" alt=\""HoloViews logo\"" height=\""40px\"" align"", ""# Vega-Altair <a href=\""https://altair-viz.github.io/\""><img align=\""right\"" src=\""https://altair-viz.github.io/_static/altai""]",
simple_vector,simple,vector_only,5,What is scikit-learn?,scikit-learn,Machine Learning,True,True,1.0,1.0,"[""scikit-learn"", ""catboost"", ""scikit-image"", ""imbalanced-learn"", ""feature-engine""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","["".. -*- mode: rst -*-  |Azure| |Codecov| |CircleCI| |Nightly wheels| |Ruff| |PythonVersion| |PyPi| |DOI| |Benchmark|  .. "", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""# scikit-image: Image processing in Python  [![Image.sc forum](https://img.shields.io/badge/dynamic/json.svg?label=forum"", "".. -*- mode: rst -*-  .. _scikit-learn: http://scikit-learn.org/stable/  .. _scikit-learn-contrib: https://github.com/sc"", ""# Feature-engine  [![feature-engine logo](https://raw.githubusercontent.com/feature-engine/feature_engine/main/docs/imag""]",
simple_vector,simple,vector_only,5,How to use XGBoost for classification?,xgboost,Machine Learning,True,True,1.0,1.0,"[""xgboost"", ""catboost"", ""lightgbm"", ""shap"", ""eli5""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""====================== XGBoost Python Package ======================  |PyPI version|  Installation ============  From `P"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""LightGBM Python-package =======================  |License| |Python Versions| |PyPI Version| |PyPI Downloads| |conda Vers"", ""<p align=\""center\"">   <img src=\""https://raw.githubusercontent.com/shap/shap/master/docs/artwork/shap_header.svg\"" width=\""8"", ""==== ELI5 ====  .. image:: https://img.shields.io/pypi/v/eli5.svg    :target: https://pypi.python.org/pypi/eli5    :alt:""]",
simple_vector,simple,vector_only,5,What is SHAP and how does it explain models?,shap,Interpretability,True,True,1.0,1.0,"[""shap"", ""catboost"", ""eli5"", ""feature-engine"", ""dash""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""<p align=\""center\"">   <img src=\""https://raw.githubusercontent.com/shap/shap/master/docs/artwork/shap_header.svg\"" width=\""8"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""==== ELI5 ====  .. image:: https://img.shields.io/pypi/v/eli5.svg    :target: https://pypi.python.org/pypi/eli5    :alt:"", ""# Feature-engine  [![feature-engine logo](https://raw.githubusercontent.com/feature-engine/feature_engine/main/docs/imag"", ""# Dash  [![CircleCI](https://img.shields.io/circleci/project/github/plotly/dash/master.svg)](https://circleci.com/gh/plo""]",
simple_vector,simple,vector_only,5,How to track ML experiments with MLflow?,mlflow,MLOps,True,True,1.0,1.0,"[""mlflow"", ""wandb"", ""catboost"", ""featuretools"", ""transformers""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""<h1 align=\""center\"" style=\""border-bottom: none\"">     <a href=\""https://mlflow.org/\"">         <img alt=\""MLflow logo\"" src=\""h"", ""<div align=\""center\"">   <img src=\""https://i.imgur.com/RUtiVzH.png\"" width=\""600\"" /><br><br> </div>  # Weights and Biases [!"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""<p align=\""center\""> <img width=50% src=\""https://www.featuretools.com/wp-content/uploads/2017/12/FeatureLabs-Logo-Tangerin"", ""<!--- Copyright 2020 The HuggingFace Team. All rights reserved.  Licensed under the Apache License, Version 2.0 (the \""Li""]",
simple_vector,simple,vector_only,5,How to create interactive visualizations with Plotly?,plotly,Visualization,True,True,1.0,1.0,"[""plotly"", ""dash"", ""altair"", ""holoviews"", ""bokeh""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""# plotly.py  <table>     <tr>         <td>Latest Release</td>         <td>             <a href=\""https://pypi.org/project"", ""# Dash  [![CircleCI](https://img.shields.io/circleci/project/github/plotly/dash/master.svg)](https://circleci.com/gh/plo"", ""# Vega-Altair <a href=\""https://altair-viz.github.io/\""><img align=\""right\"" src=\""https://altair-viz.github.io/_static/altai"", ""# <img src=\""https://assets.holoviews.org/logo/holoviews_color_icon_500x500.png\"" alt=\""HoloViews logo\"" height=\""40px\"" align"", ""<picture>   <source media=\""(prefers-color-scheme: light)\"" srcset=\""https://raw.githubusercontent.com/bokeh/pm/main/assets""]",
simple_vector,simple,vector_only,5,What is spaCy used for?,spacy,NLP,True,True,1.0,1.0,"[""spacy"", ""gensim"", ""nltk"", ""textblob"", ""catboost""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""<a href=\""https://explosion.ai\""><img src=\""https://explosion.ai/assets/img/logo.svg\"" width=\""125\"" height=\""125\"" align=\""right"", ""============================================== gensim -- Topic Modelling in Python ====================================="", ""The Natural Language Toolkit (NLTK) is a Python package for natural language processing.  NLTK requires Python 3.9, 3.10"", ""TextBlob: Simplified Text Processing ====================================  .. image:: https://badgen.net/pypi/v/TextBlob"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica""]",
simple_vector,simple,vector_only,5,How to use OpenCV for image processing?,opencv-python,Computer Vision,True,True,1.0,1.0,"[""opencv-python"", ""scikit-image"", ""albumentations"", ""torchvision"", ""pillow""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""[![Downloads](https://static.pepy.tech/badge/opencv-python)](http://pepy.tech/project/opencv-python)  ### Keep OpenCV Fr"", ""# scikit-image: Image processing in Python  [![Image.sc forum](https://img.shields.io/badge/dynamic/json.svg?label=forum"", ""# Albumentations  [![PyPI version](https://badge.fury.io/py/albumentations.svg)](https://badge.fury.io/py/albumentations"", ""# torchvision  [![total torchvision downloads](https://pepy.tech/badge/torchvision)](https://pepy.tech/project/torchvisi"", ""<p align=\""center\"">     <img width=\""248\"" height=\""250\"" src=\""https://raw.githubusercontent.com/python-pillow/pillow-logo/ma""]",
simple_vector,simple,vector_only,5,What is LightGBM?,lightgbm,Machine Learning,True,True,2.0,0.5,"[""catboost"", ""lightgbm"", ""shap"", ""xgboost"", ""eli5""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""LightGBM Python-package =======================  |License| |Python Versions| |PyPI Version| |PyPI Downloads| |conda Vers"", ""<p align=\""center\"">   <img src=\""https://raw.githubusercontent.com/shap/shap/master/docs/artwork/shap_header.svg\"" width=\""8"", ""====================== XGBoost Python Package ======================  |PyPI version|  Installation ============  From `P"", ""==== ELI5 ====  .. image:: https://img.shields.io/pypi/v/eli5.svg    :target: https://pypi.python.org/pypi/eli5    :alt:""]",
simple_vector,simple,vector_only,5,How to optimize hyperparameters with Optuna?,optuna,Machine Learning,True,True,1.0,1.0,"[""optuna"", ""wandb"", ""transformers"", ""pytorch-lightning"", ""catboost""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""<div align=\""center\""><img src=\""https://raw.githubusercontent.com/optuna/optuna/master/docs/image/optuna-logo.png\"" width=\"""", ""<div align=\""center\"">   <img src=\""https://i.imgur.com/RUtiVzH.png\"" width=\""600\"" /><br><br> </div>  # Weights and Biases [!"", ""<!--- Copyright 2020 The HuggingFace Team. All rights reserved.  Licensed under the Apache License, Version 2.0 (the \""Li"", ""<div align=\""center\"">  <img src=\""https://pl-public-data.s3.amazonaws.com/assets_lightning/pytorch-lightning.png\"" width=\""4"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica""]",
simple_vector,simple,vector_only,10,What is BeautifulSoup used for?,beautifulsoup4,Web Scraping,True,True,1.0,1.0,"[""beautifulsoup4"", ""nltk"", ""textblob"", ""spacy"", ""dash"", ""pandas"", ""catboost"", ""transformers"", ""langchain"", ""torchvision""]","[""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package"", ""pypi_package""]","[""Beautiful Soup is a library that makes it easy to scrape information from web pages. It sits atop an HTML or XML parser,"", ""The Natural Language Toolkit (NLTK) is a Python package for natural language processing.  NLTK requires Python 3.9, 3.10"", ""TextBlob: Simplified Text Processing ====================================  .. image:: https://badgen.net/pypi/v/TextBlob"", ""<a href=\""https://explosion.ai\""><img src=\""https://explosion.ai/assets/img/logo.svg\"" width=\""125\"" height=\""125\"" align=\""right"", ""# Dash  [![CircleCI](https://img.shields.io/circleci/project/github/plotly/dash/master.svg)](https://circleci.com/gh/plo"", ""<div align=\""center\"">   <img src=\""https://pandas.pydata.org/static/img/pandas.svg\""><br> </div>  -----------------  # pand"", ""CatBoost is a fast, scalable, high performance gradient boosting on decision trees library. Used for ranking, classifica"", ""<!--- Copyright 2020 The HuggingFace Team. All rights reserved.  Licensed under the Apache License, Version 2.0 (the \""Li"", ""# 🦜️🔗 LangChain  [![PyPI - Version](https://img.shields.io/pypi/v/langchain?label=%20)](https://pypi.org/project/langcha"", ""# torchvision  [![total torchvision downloads](https://pepy.tech/badge/torchvision)](https://pepy.tech/project/torchvisi""]",
